id,side,price,qty
2633,SELL,95,24
2634,SELL,95,84
2635,BUY,105,98
2636,SELL,96,27
2637,SELL,98,87
2638,SELL,105,4
2639,SELL,105,6
2640,SELL,95,43
2641,BUY,95,40
2642,BUY,95,74
2643,BUY,105,2
2644,BUY,103,32
2645,SELL,97,5
2646,BUY,101,37
2647,SELL,101,98
2648,SELL,100,7
2649,SELL,100,71
2650,BUY,97,76
2651,BUY,96,38
2652,BUY,101,20
2653,SELL,96,43
2654,SELL,104,17
2655,BUY,97,23
2656,SELL,97,26
2657,BUY,95,94
2658,SELL,96,20
2659,SELL,95,34
2660,BUY,104,29
2661,SELL,98,22
2662,SELL,103,67
2663,SELL,104,50
2664,BUY,99,73
2665,SELL,100,40
2666,BUY,100,56
2667,SELL,97,58
2668,SELL,103,30
2669,BUY,105,16
2670,BUY,96,74
2671,SELL,98,37
2672,SELL,99,13
2673,BUY,96,6
2674,BUY,95,59
2675,SELL,98,70
2676,BUY,97,25
2677,BUY,105,26
2678,SELL,104,34
2679,BUY,98,30
2680,SELL,97,12
2681,SELL,102,25
2682,BUY,102,80
2683,BUY,96,68
2684,BUY,104,11
2685,SELL,95,16
2686,BUY,103,54
2687,SELL,95,68
2688,SELL,97,99
2689,SELL,95,100
2690,SELL,96,51
2691,BUY,96,98
2692,SELL,103,36
2693,BUY,103,58
2694,BUY,104,64
2695,SELL,105,47
2696,BUY,101,44
2697,SELL,99,43
2698,BUY,98,67
2699,BUY,100,86
2700,BUY,97,3
2701,BUY,99,69
2702,SELL,104,13
2703,BUY,96,78
2704,BUY,95,53
2705,BUY,97,5
2706,SELL,104,50
2707,BUY,97,30
2708,BUY,97,79
2709,BUY,103,26
2710,BUY,104,52
2711,SELL,95,13
2712,SELL,105,10
2713,BUY,105,85
2714,SELL,98,16
2715,BUY,104,60
2716,BUY,101,77
2717,BUY,95,58
2718,SELL,99,38
2719,SELL,96,77
2720,SELL,97,47
2721,BUY,105,24
2722,SELL,101,67
2723,BUY,102,22
2724,SELL,95,66
2725,SELL,97,61
2726,SELL,104,71
2727,SELL,96,74
2728,BUY,98,19
2729,SELL,101,93
2730,SELL,98,13
2731,SELL,95,2
2732,BUY,95,81
2733,SELL,104,3
2734,SELL,101,78
2735,SELL,102,55
2736,BUY,96,50
2737,SELL,101,67
2738,BUY,105,40
2739,SELL,103,90
2740,BUY,101,17
2741,BUY,95,51
2742,SELL,95,55
2743,SELL,104,61
2744,SELL,98,81
2745,BUY,104,41
2746,SELL,96,86
2747,BUY,105,30
2748,BUY,100,79
2749,BUY,105,91
2750,BUY,103,31
2751,BUY,104,68
2752,BUY,105,59
2753,SELL,97,1
2754,BUY,97,9
2755,SELL,105,67
2756,SELL,101,13
2757,BUY,99,2
2758,SELL,103,69
2759,SELL,104,67
2760,BUY,101,13
2761,SELL,96,14
2762,BUY,96,93
2763,BUY,100,92
2764,SELL,102,32
2765,SELL,104,41
2766,BUY,103,29
2767,BUY,98,12
2768,BUY,95,2
2769,BUY,98,36
2770,BUY,97,15
2771,SELL,96,55
2772,BUY,104,90
2773,BUY,104,57
2774,BUY,100,56
2775,SELL,103,55
2776,SELL,99,67
2777,BUY,105,39
2778,SELL,97,39
2779,SELL,100,32
2780,SELL,96,9
2781,SELL,104,99
2782,BUY,99,41
2783,BUY,95,88
2784,SELL,105,90
2785,BUY,100,82
2786,SELL,98,48
2787,SELL,98,41
2788,SELL,102,86
2789,BUY,101,32
2790,BUY,96,37
2791,BUY,103,13
2792,BUY,101,12
2793,BUY,101,71
2794,SELL,103,81
2795,BUY,99,50
2796,BUY,103,10
2797,BUY,103,19
2798,BUY,95,77
2799,SELL,98,45
2800,SELL,101,80
2801,BUY,97,20
2802,SELL,96,56
2803,BUY,100,11
2804,SELL,100,30
2805,BUY,98,55
2806,BUY,95,66
2807,SELL,104,11
2808,BUY,101,48
2809,BUY,95,24
2810,SELL,102,30
2811,BUY,105,5
2812,BUY,100,28
2813,BUY,99,26
2814,BUY,98,66
2815,BUY,96,90
2816,BUY,103,55
2817,BUY,96,74
2818,BUY,99,8
2819,BUY,104,47
2820,BUY,97,71
2821,BUY,103,56
2822,SELL,98,95
2823,BUY,100,3
2824,BUY,98,93
2825,SELL,105,77
2826,BUY,102,31
2827,SELL,105,68
2828,BUY,99,94
2829,BUY,102,46
2830,SELL,99,38
2831,BUY,101,26
2832,BUY,96,32
2833,BUY,101,97
2834,SELL,99,82
2835,SELL,100,34
2836,SELL,100,17
2837,SELL,95,66
2838,SELL,105,11
2839,SELL,96,36
2840,BUY,99,88
2841,SELL,99,89
2842,BUY,99,1
2843,SELL,101,66
2844,BUY,99,46
2845,BUY,99,7
2846,SELL,103,42
2847,BUY,103,65
2848,SELL,105,20
2849,SELL,96,48
2850,SELL,101,53
2851,BUY,96,41
2852,BUY,98,30
2853,SELL,96,40
2854,BUY,96,4
2855,BUY,101,21
2856,BUY,95,22
2857,BUY,95,60
2858,SELL,104,10
2859,BUY,96,35
2860,SELL,103,30
2861,BUY,100,8
2862,BUY,101,60
2863,BUY,96,40
2864,SELL,98,88
2865,SELL,101,16
2866,BUY,99,38
2867,BUY,101,9
2868,BUY,105,32
2869,BUY,100,59
2870,BUY,104,21
2871,SELL,98,48
2872,BUY,101,92
2873,BUY,98,79
2874,SELL,98,20
2875,BUY,102,13
2876,SELL,104,99
2877,BUY,98,18
2878,SELL,102,61
2879,SELL,103,41
2880,SELL,100,43
2881,BUY,105,94
2882,SELL,102,90
2883,SELL,96,81
2884,BUY,105,62
2885,SELL,98,99
2886,BUY,95,2
2887,BUY,97,29
2888,BUY,96,36
2889,SELL,101,65
2890,SELL,99,12
2891,SELL,96,60
2892,SELL,104,46
2893,SELL,103,22
2894,BUY,99,84
2895,SELL,97,83
2896,SELL,104,20
2897,BUY,97,36
2898,BUY,103,7
2899,BUY,97,83
2900,BUY,101,47
2901,BUY,99,60
2902,SELL,99,25
2903,BUY,104,55
2904,SELL,101,42
2905,SELL,95,63
2906,SELL,101,3
2907,SELL,104,6
2908,BUY,101,79
2909,BUY,98,53
2910,BUY,97,55
2911,BUY,99,9
2912,BUY,99,2
2913,SELL,96,19
2914,BUY,97,25
2915,SELL,101,6
2916,SELL,99,86
2917,BUY,105,49
2918,BUY,99,28
2919,BUY,97,15
2920,SELL,100,1
2921,SELL,95,8
2922,BUY,101,53
2923,BUY,105,88
2924,SELL,101,26
2925,BUY,96,5
2926,BUY,96,78
2927,SELL,104,19
2928,BUY,100,53
2929,BUY,99,5
2930,SELL,105,59
2931,BUY,99,30
2932,SELL,95,94
2933,SELL,105,13
2934,BUY,96,76
2935,BUY,102,25
2936,SELL,98,6
2937,BUY,102,69
2938,BUY,105,5
2939,SELL,105,39
2940,SELL,101,29
2941,SELL,102,1
2942,SELL,102,6
2943,BUY,98,42
2944,BUY,100,42
2945,SELL,102,3
2946,BUY,98,3
2947,SELL,105,10
2948,SELL,105,97
2949,BUY,101,73
2950,BUY,98,12
2951,SELL,100,24
2952,SELL,96,6
2953,SELL,101,80
2954,SELL,102,59
2955,BUY,96,48
2956,SELL,105,79
2957,SELL,99,29
2958,BUY,98,65
2959,BUY,104,100
2960,SELL,97,69
2961,BUY,105,84
2962,BUY,97,49
2963,SELL,101,41
2964,BUY,105,62
2965,SELL,95,80
2966,SELL,98,82
2967,BUY,97,43
2968,BUY,101,38
2969,BUY,100,81
2970,SELL,104,19
2971,SELL,105,70
2972,BUY,96,66
2973,SELL,100,55
2974,BUY,99,62
2975,BUY,101,100
2976,SELL,96,64
2977,BUY,103,40
2978,BUY,96,2
2979,SELL,103,95
2980,BUY,104,44
2981,BUY,96,100
2982,SELL,97,36
2983,SELL,98,67
2984,BUY,100,71
2985,SELL,101,36
2986,BUY,101,35
2987,BUY,97,17
2988,BUY,100,20
2989,BUY,98,58
2990,SELL,97,7
2991,BUY,104,3
2992,SELL,98,48
2993,BUY,95,57
2994,BUY,97,34
2995,BUY,103,57
2996,SELL,103,20
2997,BUY,100,62
2998,SELL,100,45
2999,SELL,98,27
3000,BUY,99,7
3001,BUY,102,52
3002,SELL,98,32
3003,SELL,99,50
3004,BUY,98,25
3005,BUY,96,3
3006,SELL,101,11
3007,BUY,96,18
3008,BUY,100,7
3009,SELL,95,63
3010,BUY,101,37
3011,SELL,96,53
3012,SELL,104,65
3013,SELL,98,3
3014,SELL,104,13
3015,BUY,101,90
3016,SELL,101,63
3017,BUY,103,43
3018,BUY,103,30
3019,BUY,97,58
3020,SELL,96,17
3021,SELL,96,20
3022,BUY,97,39
3023,SELL,99,56
3024,BUY,101,59
3025,SELL,95,62
3026,BUY,95,18
3027,SELL,102,18
3028,BUY,100,72
3029,SELL,101,29
3030,SELL,99,37
3031,BUY,101,2
3032,SELL,102,87
3033,BUY,98,80
3034,SELL,105,27
3035,SELL,98,16
3036,BUY,104,71
3037,SELL,102,57
3038,BUY,102,89
3039,BUY,103,94
3040,SELL,105,74
3041,BUY,97,29
3042,SELL,104,64
3043,SELL,98,24
3044,SELL,104,14
3045,SELL,95,23
3046,BUY,96,3
3047,BUY,97,51
3048,SELL,102,36
3049,SELL,105,76
3050,SELL,103,52
3051,SELL,102,42
3052,BUY,97,63
3053,BUY,103,65
3054,SELL,105,39
3055,SELL,99,79
3056,BUY,103,16
3057,BUY,96,97
3058,SELL,99,6
3059,SELL,97,68
3060,BUY,103,43
3061,BUY,101,21
3062,BUY,100,37
3063,SELL,96,43
3064,SELL,102,32
3065,BUY,101,24
3066,SELL,99,1
3067,SELL,100,20
3068,BUY,103,82
3069,BUY,104,38
3070,BUY,103,33
3071,BUY,103,85
3072,SELL,97,66
3073,BUY,102,38
3074,SELL,98,79
3075,SELL,104,49
3076,SELL,96,82
3077,SELL,95,32
3078,BUY,103,49
3079,BUY,101,31
3080,BUY,104,88
3081,BUY,103,77
3082,SELL,96,92
3083,BUY,96,95
3084,BUY,102,33
3085,SELL,95,51
3086,BUY,102,24
3087,BUY,97,12
3088,SELL,98,7
3089,BUY,96,87
3090,SELL,96,45
3091,BUY,95,33
3092,BUY,102,24
3093,BUY,105,82
3094,BUY,105,29
3095,SELL,103,86
3096,BUY,96,99
3097,BUY,101,75
3098,SELL,102,65
3099,SELL,101,88
3100,BUY,96,31
3101,SELL,104,72
3102,BUY,100,22
3103,BUY,95,39
3104,SELL,96,83
3105,BUY,102,55
3106,BUY,97,41
3107,BUY,101,52
3108,SELL,101,48
3109,SELL,103,83
3110,BUY,104,94
3111,BUY,105,11
3112,SELL,104,47
3113,BUY,102,70
3114,BUY,98,15
3115,BUY,98,73
3116,SELL,96,62
3117,SELL,98,89
3118,SELL,95,8
3119,BUY,98,68
3120,BUY,101,24
3121,SELL,102,25
3122,BUY,105,87
3123,SELL,96,78
3124,BUY,99,59
3125,SELL,105,2
3126,BUY,100,23
3127,BUY,95,37
3128,SELL,98,53
3129,SELL,96,53
3130,SELL,99,47
3131,BUY,95,51
3132,SELL,100,42
3133,SELL,95,99
3134,SELL,97,48
3135,SELL,99,67
3136,BUY,101,54
3137,SELL,100,43
3138,SELL,103,82
3139,SELL,104,83
3140,BUY,102,68
3141,SELL,96,46
3142,SELL,97,5
3143,BUY,105,52
3144,BUY,98,75
3145,BUY,98,100
3146,BUY,99,26
3147,BUY,95,35
3148,SELL,95,58
3149,SELL,100,42
3150,BUY,97,11
3151,SELL,101,92
3152,BUY,104,29
3153,BUY,104,17
3154,BUY,96,74
3155,SELL,104,73
3156,BUY,105,24
3157,SELL,102,12
3158,SELL,100,25
3159,SELL,95,38
3160,BUY,101,72
3161,BUY,97,12
3162,BUY,95,92
3163,BUY,96,24
3164,SELL,95,76
3165,SELL,98,4
3166,BUY,99,9
3167,BUY,99,35
3168,BUY,99,69
3169,BUY,103,51
3170,BUY,104,78
3171,BUY,102,1
3172,SELL,103,54
3173,SELL,95,99
3174,BUY,100,33
3175,BUY,101,76
3176,SELL,97,79
3177,BUY,104,100
3178,SELL,104,87
3179,SELL,97,71
3180,BUY,98,86
3181,SELL,98,41
3182,BUY,97,13
3183,BUY,95,34
3184,BUY,104,7
3185,SELL,105,31
3186,BUY,97,14
3187,SELL,100,7
3188,SELL,97,43
3189,BUY,95,30
3190,SELL,99,37
3191,SELL,99,88
3192,BUY,104,81
3193,SELL,103,34
3194,BUY,96,84
3195,BUY,98,7
3196,BUY,98,100
3197,SELL,98,33
3198,BUY,96,85
3199,BUY,105,13
3200,BUY,101,29
3201,SELL,98,8
3202,SELL,105,77
3203,SELL,95,83
3204,BUY,100,12
3205,SELL,96,96
3206,SELL,97,74
3207,BUY,96,17
3208,SELL,104,49
3209,SELL,97,52
3210,SELL,103,84
3211,BUY,100,91
3212,SELL,104,81
3213,BUY,105,20
3214,BUY,98,51
3215,SELL,104,38
3216,BUY,99,76
3217,BUY,99,16
3218,BUY,102,71
3219,SELL,97,32
3220,SELL,100,83
3221,BUY,102,74
3222,SELL,102,67
3223,SELL,96,55
3224,SELL,95,80
3225,SELL,97,42
3226,SELL,95,96
3227,SELL,97,96
3228,SELL,105,97
3229,SELL,103,5
3230,BUY,96,86
3231,SELL,96,95
3232,BUY,96,51
3233,BUY,104,11
3234,BUY,105,63
3235,SELL,100,78
3236,SELL,98,77
3237,BUY,101,20
3238,BUY,96,46
3239,BUY,100,92
3240,BUY,104,83
3241,BUY,102,81
3242,BUY,95,83
3243,SELL,101,32
3244,BUY,101,93
3245,SELL,101,15
3246,BUY,101,69
3247,BUY,101,39
3248,SELL,96,43
3249,SELL,105,24
3250,BUY,98,57
3251,BUY,105,61
3252,BUY,102,53
3253,SELL,103,83
3254,BUY,97,20
3255,SELL,100,81
3256,SELL,96,38
3257,SELL,100,89
3258,SELL,98,20
3259,BUY,99,3
3260,SELL,102,58
3261,SELL,104,6
3262,BUY,101,37
3263,SELL,95,39
3264,SELL,95,55
3265,SELL,97,30
3266,BUY,95,24
3267,BUY,104,1
3268,SELL,100,25
3269,SELL,103,31
3270,SELL,105,12
3271,SELL,101,97
3272,BUY,97,72
3273,BUY,97,55
3274,SELL,104,29
3275,BUY,95,54
3276,BUY,97,73
3277,SELL,98,92
3278,BUY,98,21
3279,SELL,104,76
3280,SELL,98,1
3281,BUY,100,74
3282,BUY,101,58
3283,BUY,95,5
3284,SELL,97,50
3285,SELL,97,23
3286,BUY,103,9
3287,BUY,100,43
3288,BUY,98,27
3289,BUY,101,45
3290,BUY,100,20
3291,SELL,105,91
3292,BUY,101,30
3293,BUY,99,82
3294,SELL,98,73
3295,SELL,103,85
3296,BUY,98,99
3297,BUY,103,95
3298,BUY,101,34
3299,BUY,100,81
3300,SELL,104,75
3301,SELL,99,6
3302,SELL,99,7
3303,BUY,99,46
3304,BUY,103,47
3305,SELL,101,64
3306,SELL,97,67
3307,BUY,97,55
3308,SELL,97,60
3309,SELL,100,75
3310,SELL,100,39
3311,SELL,96,97
3312,BUY,102,40
3313,BUY,101,43
3314,BUY,100,30
3315,BUY,105,53
3316,BUY,102,62
3317,SELL,102,45
3318,BUY,96,52
3319,SELL,99,1
3320,SELL,95,3
3321,BUY,98,25
3322,SELL,102,39
3323,BUY,96,56
3324,BUY,96,86
3325,BUY,105,61
3326,SELL,103,71
3327,BUY,104,98
3328,SELL,101,31
3329,SELL,105,65
3330,BUY,95,50
3331,BUY,96,12
3332,SELL,98,85
3333,BUY,101,60
3334,SELL,99,20
3335,SELL,101,86
3336,BUY,98,21
3337,BUY,104,9
3338,SELL,103,36
3339,BUY,102,19
3340,SELL,99,83
3341,SELL,103,71
3342,BUY,100,12
3343,BUY,96,20
3344,SELL,97,52
3345,SELL,103,33
3346,BUY,101,71
3347,BUY,105,67
3348,BUY,99,31
3349,BUY,97,72
3350,BUY,105,20
3351,BUY,96,26
3352,BUY,95,83
3353,BUY,96,13
3354,BUY,98,82
3355,BUY,100,57
3356,SELL,101,18
3357,SELL,102,38
3358,BUY,101,90
3359,BUY,101,73
3360,SELL,105,13
3361,BUY,102,60
3362,SELL,97,33
3363,BUY,100,63
3364,SELL,101,25
3365,SELL,99,53
3366,SELL,98,14
3367,BUY,103,20
3368,BUY,103,26
3369,SELL,103,9
3370,SELL,99,51
3371,BUY,104,44
3372,BUY,98,81
3373,BUY,96,35
3374,SELL,105,90
3375,BUY,99,51
3376,SELL,98,73
3377,BUY,104,4
3378,BUY,100,32
3379,SELL,104,93
3380,SELL,95,5
3381,BUY,101,75
3382,SELL,100,33
3383,SELL,102,98
3384,SELL,100,18
3385,BUY,98,24
3386,SELL,100,48
3387,SELL,103,8
3388,BUY,96,46
3389,BUY,104,24
3390,SELL,97,26
3391,BUY,104,77
3392,SELL,95,99
3393,BUY,100,12
3394,BUY,95,41
3395,SELL,99,84
3396,SELL,96,72
3397,SELL,101,44
3398,BUY,104,26
3399,SELL,96,43
3400,SELL,95,62
3401,SELL,104,58
3402,SELL,101,66
3403,SELL,98,32
3404,BUY,96,89
3405,SELL,97,10
3406,SELL,103,100
3407,BUY,104,98
3408,BUY,104,52
3409,BUY,98,71
3410,BUY,98,85
3411,BUY,102,46
3412,SELL,100,21
3413,BUY,97,29
3414,SELL,98,10
3415,BUY,99,6
3416,SELL,100,18
3417,BUY,101,62
3418,SELL,101,7
3419,SELL,98,35
3420,SELL,104,52
3421,BUY,96,52
3422,BUY,96,91
3423,SELL,103,97
3424,BUY,99,87
3425,BUY,102,8
3426,SELL,102,40
3427,BUY,104,58
3428,SELL,96,4
3429,BUY,103,77
3430,BUY,99,17
3431,BUY,100,65
3432,SELL,104,72
3433,BUY,97,14
3434,SELL,98,85
3435,SELL,100,91
3436,BUY,103,41
3437,BUY,98,31
3438,BUY,97,16
3439,BUY,99,48
3440,SELL,97,70
3441,BUY,105,5
3442,BUY,98,46
3443,SELL,97,15
3444,SELL,105,85
3445,SELL,97,14
3446,BUY,97,35
3447,BUY,105,43
3448,BUY,101,81
3449,SELL,98,4
3450,SELL,99,39
3451,BUY,98,89
3452,SELL,95,51
3453,BUY,99,92
3454,BUY,99,63
3455,BUY,96,14
3456,BUY,105,19
3457,BUY,99,95
3458,SELL,102,82
3459,SELL,96,94
3460,SELL,98,63
3461,SELL,97,71
3462,BUY,103,93
3463,BUY,105,21
3464,SELL,103,24
3465,BUY,98,7
3466,SELL,99,25
3467,SELL,97,31
3468,BUY,105,92
3469,BUY,95,72
3470,SELL,105,41
3471,SELL,97,81
3472,BUY,99,65
3473,BUY,104,19
3474,BUY,105,55
3475,SELL,102,33
3476,SELL,103,60
3477,SELL,100,61
3478,SELL,99,25
3479,BUY,98,23
3480,BUY,95,24
3481,SELL,98,48
3482,SELL,96,67
3483,SELL,96,40
3484,BUY,95,87
3485,BUY,101,89
3486,BUY,96,2
3487,BUY,98,67
3488,BUY,99,8
3489,BUY,98,42
3490,BUY,100,26
3491,SELL,105,70
3492,SELL,102,80
3493,SELL,100,37
3494,BUY,105,32
3495,SELL,100,51
3496,BUY,105,47
3497,BUY,98,59
3498,BUY,103,72
3499,BUY,99,46
3500,BUY,100,30
3501,SELL,100,97
3502,BUY,102,69
3503,SELL,104,87
3504,BUY,100,43
3505,SELL,96,55
3506,SELL,99,73
3507,BUY,104,21
3508,SELL,104,16
3509,BUY,95,6
3510,BUY,105,32
3511,BUY,99,30
3512,BUY,100,84
3513,BUY,102,31
3514,BUY,97,18
3515,SELL,100,30
3516,BUY,103,98
3517,SELL,97,23
3518,SELL,96,8
3519,SELL,99,94
3520,BUY,98,1
3521,BUY,100,49
3522,SELL,96,6
3523,BUY,99,47
3524,SELL,102,36
3525,BUY,102,6
3526,BUY,96,13
3527,BUY,105,29
3528,BUY,97,77
3529,SELL,95,3
3530,SELL,103,2
3531,SELL,97,47
3532,SELL,101,94
3533,SELL,100,3
3534,SELL,103,57
3535,SELL,96,77
3536,BUY,104,57
3537,SELL,103,54
3538,BUY,100,26
3539,SELL,100,89
3540,BUY,104,79
3541,SELL,100,62
3542,BUY,105,6
3543,BUY,105,51
3544,SELL,99,55
3545,SELL,104,96
3546,SELL,96,48
3547,BUY,98,29
3548,BUY,98,83
3549,SELL,102,100
3550,BUY,95,83
3551,BUY,99,9
3552,SELL,96,74
3553,SELL,98,52
3554,SELL,97,8
3555,SELL,96,9
3556,BUY,98,48
3557,BUY,102,95
3558,SELL,98,26
3559,BUY,98,91
3560,BUY,95,63
3561,BUY,105,95
3562,BUY,96,58
3563,SELL,101,97
3564,BUY,100,79
3565,SELL,95,26
3566,BUY,99,69
3567,BUY,103,74
3568,SELL,105,87
3569,SELL,105,54
3570,SELL,100,89
3571,SELL,96,17
3572,SELL,105,13
3573,BUY,95,50
3574,BUY,101,6
3575,SELL,97,55
3576,SELL,102,30
3577,BUY,95,100
3578,BUY,101,14
3579,SELL,104,78
3580,BUY,96,2
3581,SELL,104,35
3582,SELL,99,24
3583,BUY,95,49
3584,SELL,103,52
3585,BUY,103,35
3586,SELL,103,71
3587,SELL,97,23
3588,BUY,100,24
3589,SELL,96,1
3590,SELL,102,19
3591,BUY,100,45
3592,BUY,105,8
3593,BUY,102,87
3594,BUY,96,88
3595,BUY,97,87
3596,SELL,101,93
3597,BUY,102,38
3598,SELL,96,14
3599,SELL,97,40
3600,BUY,104,72
3601,SELL,96,97
3602,BUY,105,56
3603,SELL,100,35
3604,BUY,104,84
3605,BUY,98,45
3606,BUY,98,17
3607,BUY,96,69
3608,SELL,98,12
3609,BUY,97,6
3610,SELL,95,83
3611,SELL,96,36
3612,BUY,98,5
3613,SELL,105,33
3614,BUY,97,1
3615,SELL,103,98
3616,BUY,99,78
3617,SELL,100,58
3618,BUY,105,79
3619,SELL,99,69
3620,SELL,102,85
3621,BUY,99,9
3622,SELL,102,1
3623,SELL,100,60
3624,BUY,103,28
3625,SELL,99,85
3626,BUY,95,82
3627,BUY,99,47
3628,SELL,97,94
3629,SELL,102,96
3630,SELL,95,7
3631,SELL,100,35
3632,SELL,101,26
3633,BUY,104,13
3634,SELL,98,72
3635,SELL,97,22
3636,BUY,99,73
3637,BUY,95,22
3638,BUY,99,14
3639,SELL,104,98
3640,BUY,105,42
3641,BUY,99,25
3642,SELL,95,72
3643,SELL,98,27
3644,SELL,100,44
3645,BUY,96,86
3646,BUY,104,2
3647,SELL,102,69
3648,SELL,98,24
3649,SELL,101,71
3650,BUY,95,78
3651,SELL,97,33
3652,SELL,102,87
3653,BUY,99,31
3654,SELL,103,87
3655,SELL,103,45
3656,BUY,102,91
3657,BUY,104,99
3658,SELL,97,11
3659,BUY,101,61
3660,BUY,105,46
3661,SELL,99,76
3662,SELL,101,57
3663,SELL,95,48
3664,SELL,98,52
3665,BUY,102,89
3666,SELL,101,55
3667,BUY,102,52
3668,SELL,95,3
3669,SELL,99,50
3670,SELL,98,93
3671,SELL,96,51
3672,BUY,98,6
3673,SELL,99,47
3674,BUY,96,30
3675,BUY,100,87
3676,SELL,102,31
3677,SELL,101,78
3678,SELL,103,90
3679,BUY,101,12
3680,SELL,102,4
3681,BUY,100,58
3682,BUY,102,27
3683,SELL,103,53
3684,SELL,95,83
3685,BUY,95,9
3686,BUY,99,50
3687,SELL,98,55
3688,SELL,96,44
3689,BUY,105,80
3690,SELL,96,11
3691,SELL,101,15
3692,SELL,104,53
3693,BUY,102,47
3694,SELL,96,92
3695,BUY,99,87
3696,SELL,104,75
3697,BUY,102,8
3698,SELL,96,63
3699,SELL,97,26
3700,SELL,96,90
3701,SELL,96,39
3702,SELL,105,83
3703,BUY,105,84
3704,SELL,102,51
3705,SELL,101,74
3706,BUY,98,86
3707,BUY,96,35
3708,SELL,105,47
3709,SELL,103,28
3710,BUY,105,66
3711,SELL,105,70
3712,SELL,102,23
3713,BUY,99,98
3714,SELL,105,3
3715,SELL,96,83
3716,BUY,102,88
3717,BUY,100,13
3718,BUY,102,26
3719,BUY,103,92
3720,BUY,99,59
3721,SELL,97,37
3722,SELL,104,7
3723,BUY,101,46
3724,BUY,95,86
3725,SELL,100,47
3726,BUY,105,95
3727,BUY,98,32
3728,SELL,100,94
3729,SELL,98,98
3730,BUY,98,99
3731,SELL,102,36
3732,BUY,102,75
3733,BUY,102,72
3734,SELL,97,6
3735,SELL,98,13
3736,BUY,102,11
3737,SELL,95,60
3738,SELL,104,72
3739,BUY,105,45
3740,BUY,100,50
3741,SELL,104,68
3742,BUY,104,51
3743,SELL,101,43
3744,SELL,104,94
3745,BUY,98,25
3746,SELL,101,68
3747,SELL,98,11
3748,SELL,105,64
3749,BUY,95,77
3750,BUY,95,52
3751,BUY,101,44
3752,BUY,98,53
3753,BUY,101,10
3754,BUY,103,76
3755,BUY,103,19
3756,BUY,97,19
3757,SELL,99,6
3758,BUY,101,40
3759,BUY,96,2
3760,BUY,95,11
3761,BUY,97,82
3762,BUY,98,55
3763,SELL,98,60
3764,BUY,98,97
3765,SELL,99,74
3766,SELL,101,84
3767,BUY,102,75
3768,BUY,102,90
3769,SELL,102,36
3770,SELL,96,70
3771,SELL,98,68
3772,BUY,104,62
3773,BUY,95,63
3774,BUY,97,35
3775,SELL,98,82
3776,BUY,101,33
3777,BUY,103,79
3778,SELL,102,67
3779,BUY,103,6
3780,BUY,103,50
3781,BUY,105,29
3782,SELL,102,2
3783,SELL,99,96
3784,SELL,95,96
3785,BUY,97,17
3786,BUY,102,78
3787,SELL,97,24
3788,BUY,100,5
3789,BUY,100,22
3790,SELL,96,93
3791,BUY,105,51
3792,SELL,105,21
3793,SELL,103,65
3794,SELL,97,90
3795,SELL,101,69
3796,SELL,101,84
3797,BUY,100,31
3798,BUY,99,93
3799,SELL,96,99
3800,SELL,98,99
3801,SELL,104,36
3802,SELL,101,84
3803,SELL,100,92
3804,SELL,97,88
3805,BUY,97,11
3806,BUY,102,21
3807,BUY,101,17
3808,SELL,105,55
3809,SELL,102,95
3810,SELL,102,53
3811,SELL,100,19
3812,SELL,98,82
3813,SELL,98,15
3814,BUY,96,52
3815,SELL,100,80
3816,SELL,96,43
3817,SELL,99,65
3818,BUY,97,85
3819,SELL,100,17
3820,SELL,105,24
3821,BUY,96,36
3822,SELL,102,37
3823,BUY,97,68
3824,SELL,102,6
3825,BUY,95,27
3826,SELL,95,18
3827,SELL,99,90
3828,BUY,101,15
3829,BUY,99,100
3830,SELL,96,19
3831,BUY,95,68
3832,SELL,105,69
3833,BUY,97,69
3834,SELL,97,89
3835,BUY,98,11
3836,SELL,103,86
3837,BUY,103,39
3838,SELL,101,49
3839,SELL,97,44
3840,SELL,98,58
3841,BUY,96,94
3842,SELL,105,95
3843,SELL,105,88
3844,SELL,103,63
3845,SELL,100,7
3846,BUY,97,28
3847,BUY,95,64
3848,SELL,102,35
3849,SELL,98,72
3850,BUY,95,69
3851,SELL,98,63
3852,SELL,96,10
3853,BUY,104,24
3854,BUY,102,98
3855,SELL,104,60
3856,SELL,96,5
3857,SELL,101,91
3858,BUY,97,18
3859,BUY,95,100
3860,BUY,97,8
3861,SELL,99,67
3862,BUY,105,24
3863,BUY,95,51
3864,BUY,103,64
3865,SELL,105,98
3866,SELL,105,7
3867,SELL,103,30
3868,BUY,96,22
3869,SELL,103,82
3870,SELL,99,27
3871,SELL,96,35
3872,SELL,105,42
3873,BUY,100,42
3874,BUY,96,91
3875,BUY,96,83
3876,SELL,98,2
3877,SELL,96,6
3878,BUY,96,73
3879,BUY,103,93
3880,SELL,100,31
3881,BUY,100,45
3882,SELL,102,62
3883,BUY,105,18
3884,SELL,98,76
3885,BUY,100,8
3886,SELL,98,59
3887,BUY,98,100
3888,SELL,100,64
3889,BUY,104,44
3890,SELL,103,40
3891,BUY,104,89
3892,BUY,99,72
3893,BUY,97,64
3894,BUY,99,16
3895,SELL,101,10
3896,SELL,95,65
3897,BUY,98,24
3898,SELL,97,35
3899,BUY,96,33
3900,BUY,100,89
3901,SELL,105,96
3902,SELL,104,72
3903,BUY,102,41
